"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (16, 0, 17, 21), (14, 23, 29, 20), (23, 32, 28, 33), (33, 28, 34, 27), (19, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 35), (25, 36, 26, 30), (29, 35, 36, 15)]",concordant,"(19, 15, -1)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (16, 0, 17, 21), (14, 23, 29, 20), (23, 32, 28, 33), (33, 28, 34, 27), (19, 31, 24, 32), (31, 25, 30, 24), (25, 15, 26, 30), (27, 34, 26, 29)]",concordant,"(19, 15, 0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (16, 0, 17, 21), (14, 23, 29, 20), (23, 32, 28, 33), (33, 28, 34, 27), (19, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 35), (25, 36, 26, 30), (35, 36, 15, 29)]",concordant,"(19, 15, 1)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (16, 0, 17, 21), (14, 19, 29, 23), (20, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 35), (25, 36, 26, 30), (15, 35, 36, 29)]",concordant,"(20, 15, -1)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (11, 4, 12, 5), (5, 12, 6, 13), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21), (7, 3, 8, 23), (8, 16, 9, 29), (2, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 35), (25, 36, 26, 30), (15, 35, 36, 29)]",concordant,"(2, 15, -1)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (11, 4, 12, 5), (5, 12, 6, 13), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21), (7, 3, 8, 23), (8, 16, 9, 29), (2, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 15), (25, 29, 26, 30)]",concordant,"(2, 15, 0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (16, 0, 17, 21), (23, 13, 19, 14), (14, 19, 15, 29), (18, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 35), (25, 36, 26, 30), (20, 35, 36, 29)]",concordant,"(18, 20, -1)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (16, 0, 17, 21), (23, 13, 19, 14), (14, 19, 15, 29), (18, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 20), (25, 29, 26, 30)]",concordant,"(18, 20, 0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (14, 19, 15, 20), (16, 0, 17, 21), (23, 17, 11, 18), (18, 13, 19, 29), (10, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 35), (25, 36, 26, 30), (14, 35, 36, 29)]",concordant,"(10, 14, -1)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (14, 19, 15, 20), (16, 0, 17, 21), (23, 17, 11, 18), (18, 13, 19, 29), (10, 32, 28, 33), (33, 28, 34, 27), (23, 31, 24, 32), (31, 25, 30, 24), (27, 34, 26, 14), (25, 29, 26, 30)]",concordant,"(10, 14, 0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
