"K11n34(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link(0,0)","[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link(0,0)","[(15, 1, 16, 0), (1, 24, 2, 25), (27, 2, 28, 3), (3, 28, 4, 29), (4, 14, 5, 13), (12, 6, 13, 5), (29, 6, 30, 7), (7, 21, 8, 20), (8, 33, 9, 0), (32, 9, 33, 10), (21, 11, 22, 10), (11, 30, 12, 31), (23, 14, 24, 15), (16, 19, 17, 20), (26, 18, 27, 17), (18, 26, 19, 25), (31, 23, 32, 22)]"
"unnamed link(0,0)","[(31, 1, 32, 0), (1, 31, 2, 30), (2, 11, 3, 12), (10, 3, 11, 4), (35, 4, 0, 5), (5, 34, 6, 35), (6, 18, 7, 17), (7, 24, 8, 25), (25, 8, 26, 9), (16, 10, 17, 9), (12, 29, 13, 30), (20, 13, 21, 14), (14, 28, 15, 27), (22, 16, 23, 15), (18, 34, 19, 33), (32, 20, 33, 19), (28, 21, 29, 22), (23, 26, 24, 27)]"
"K11n34-28_filled(0,0)","[(35, 26, 36, 27), (52, 25, 53, 26), (71, 23, 72, 22), (11, 25, 12, 24), (32, 1, 33, 2), (34, 13, 35, 14), (53, 37, 54, 36), (69, 38, 70, 39), (8, 39, 9, 40), (50, 73, 51, 0), (51, 12, 52, 13), (72, 57, 73, 58), (10, 55, 11, 56), (66, 6, 67, 5), (6, 68, 7, 67), (33, 49, 34, 48), (14, 47, 15, 48), (0, 49, 1, 50), (65, 42, 66, 43), (29, 44, 30, 45), (59, 31, 60, 30), (63, 28, 64, 29), (2, 31, 3, 32), (27, 19, 28, 18), (61, 17, 62, 16), (70, 10, 71, 9), (20, 43, 21, 44), (23, 56, 24, 57), (19, 65, 20, 64), (21, 5, 22, 4), (45, 62, 46, 63), (15, 61, 16, 60), (3, 59, 4, 58), (40, 7, 41, 8), (46, 17, 47, 18), (41, 68, 42, 69), (37, 55, 38, 54)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"K11n34-55_filled(0,0)","[(12, 100, 13, 99), (21, 1, 22, 0), (33, 100, 34, 101), (64, 44, 65, 43), (48, 107, 49, 108), (59, 96, 60, 97), (63, 2, 64, 3), (32, 13, 33, 14), (14, 55, 15, 56), (31, 57, 32, 56), (19, 46, 20, 47), (72, 38, 73, 37), (60, 36, 61, 35), (58, 72, 59, 71), (57, 10, 58, 11), (8, 73, 9, 74), (34, 70, 35, 69), (105, 50, 106, 51), (98, 12, 99, 11), (97, 70, 98, 71), (95, 36, 96, 37), (103, 28, 104, 29), (15, 30, 16, 31), (52, 30, 53, 29), (3, 62, 4, 63), (4, 77, 5, 78), (9, 38, 10, 39), (5, 93, 6, 92), (108, 47, 109, 48), (39, 6, 40, 7), (40, 93, 41, 94), (42, 62, 43, 61), (41, 77, 42, 76), (65, 24, 66, 25), (44, 23, 45, 24), (1, 23, 2, 22), (25, 66, 26, 67), (82, 68, 83, 67), (79, 20, 80, 21), (80, 46, 81, 45), (78, 109, 79, 0), (75, 94, 76, 95), (91, 107, 92, 106), (90, 49, 91, 50), (89, 19, 90, 18), (27, 89, 28, 88), (26, 81, 27, 82), (51, 16, 52, 17), (104, 18, 105, 17), (74, 7, 75, 8), (86, 54, 87, 53), (87, 102, 88, 103), (101, 84, 102, 85), (54, 86, 55, 85), (68, 84, 69, 83)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"K11n34-64_filled(0,0)","[(34, 47, 35, 48), (83, 53, 84, 52), (0, 21, 1, 22), (78, 30, 79, 29), (81, 90, 82, 91), (48, 4, 49, 3), (87, 2, 88, 3), (36, 6, 37, 5), (95, 39, 96, 38), (1, 86, 2, 87), (97, 51, 0, 50), (96, 11, 97, 12), (53, 83, 54, 82), (65, 11, 66, 10), (64, 51, 65, 52), (63, 85, 64, 84), (66, 39, 67, 40), (75, 33, 76, 32), (57, 44, 58, 45), (6, 44, 7, 43), (15, 47, 16, 46), (13, 4, 14, 5), (80, 72, 81, 71), (9, 69, 10, 68), (7, 27, 8, 26), (8, 93, 9, 94), (31, 75, 32, 74), (54, 92, 55, 91), (56, 27, 57, 28), (55, 70, 56, 71), (79, 61, 80, 60), (72, 61, 73, 62), (28, 59, 29, 60), (89, 63, 90, 62), (14, 35, 15, 36), (16, 77, 17, 78), (33, 77, 34, 76), (92, 69, 93, 70), (45, 58, 46, 59), (41, 95, 42, 94), (40, 67, 41, 68), (42, 25, 43, 26), (88, 20, 89, 19), (73, 18, 74, 19), (30, 17, 31, 18), (24, 37, 25, 38), (23, 13, 24, 12), (20, 86, 21, 85), (22, 49, 23, 50)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (11, 4, 12, 5), (5, 12, 6, 13), (8, 16, 9, 15), (20, 9, 21, 10), (10, 17, 11, 18), (18, 13, 19, 14), (14, 19, 15, 20), (16, 0, 17, 21)]"
"unnamed link-21_filled(0,0)","[(16, 12, 17, 11), (14, 62, 15, 61), (12, 115, 13, 0), (50, 90, 51, 89), (95, 60, 96, 61), (97, 1, 98, 0), (79, 59, 80, 58), (78, 1, 79, 2), (74, 101, 75, 102), (30, 4, 31, 3), (29, 56, 30, 57), (26, 108, 27, 107), (63, 94, 64, 95), (62, 16, 63, 15), (113, 97, 114, 96), (114, 13, 115, 14), (112, 59, 113, 60), (111, 80, 112, 81), (108, 28, 109, 27), (53, 102, 54, 103), (93, 10, 94, 11), (43, 5, 44, 4), (36, 91, 37, 92), (33, 76, 34, 77), (110, 47, 111, 48), (31, 44, 32, 45), (42, 55, 43, 56), (9, 92, 10, 93), (105, 88, 106, 89), (25, 86, 26, 87), (6, 77, 7, 78), (104, 71, 105, 72), (23, 70, 24, 71), (52, 74, 53, 73), (57, 46, 58, 47), (2, 46, 3, 45), (51, 38, 52, 39), (22, 42, 23, 41), (103, 41, 104, 40), (5, 33, 6, 32), (72, 39, 73, 40), (65, 49, 66, 48), (68, 88, 69, 87), (69, 24, 70, 25), (67, 106, 68, 107), (64, 82, 65, 81), (54, 21, 55, 22), (35, 19, 36, 18), (100, 20, 101, 19), (75, 20, 76, 21), (8, 18, 9, 17), (84, 109, 85, 110), (83, 67, 84, 66), (85, 28, 86, 29), (82, 50, 83, 49), (90, 37, 91, 38), (34, 100, 35, 99), (7, 99, 8, 98)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link-35_filled(0,0)","[(78, 103, 79, 104), (117, 28, 118, 29), (59, 112, 60, 113), (77, 69, 78, 68), (54, 30, 55, 29), (108, 63, 109, 64), (96, 15, 97, 16), (64, 13, 65, 14), (107, 15, 108, 14), (39, 2, 40, 3), (94, 125, 95, 126), (60, 127, 61, 128), (109, 125, 110, 124), (105, 46, 106, 47), (66, 48, 67, 47), (97, 45, 98, 44), (27, 99, 28, 98), (70, 82, 71, 81), (101, 80, 102, 81), (76, 23, 77, 24), (102, 8, 103, 7), (69, 6, 70, 7), (79, 8, 80, 9), (83, 35, 84, 34), (72, 36, 73, 35), (100, 33, 101, 34), (67, 24, 68, 25), (104, 26, 105, 25), (16, 61, 17, 62), (129, 56, 0, 57), (42, 56, 43, 55), (95, 63, 96, 62), (88, 58, 89, 57), (9, 27, 10, 26), (11, 107, 12, 106), (17, 127, 18, 126), (10, 45, 11, 46), (12, 65, 13, 66), (5, 36, 6, 37), (89, 114, 90, 115), (92, 111, 93, 112), (43, 116, 44, 117), (128, 116, 129, 115), (19, 111, 20, 110), (32, 99, 33, 100), (30, 54, 31, 53), (31, 118, 32, 119), (18, 93, 19, 94), (0, 87, 1, 88), (41, 87, 42, 86), (113, 90, 114, 91), (58, 92, 59, 91), (122, 49, 123, 50), (22, 75, 23, 76), (4, 73, 5, 74), (37, 75, 38, 74), (82, 72, 83, 71), (121, 38, 122, 39), (120, 4, 121, 3), (119, 84, 120, 85), (123, 21, 124, 20), (48, 21, 49, 22), (50, 1, 51, 2), (52, 86, 53, 85), (51, 41, 52, 40)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link-88_filled(0,0)","[(7, 129, 8, 128), (8, 36, 9, 35), (10, 67, 11, 68), (82, 17, 83, 18), (28, 43, 29, 44), (22, 51, 23, 52), (54, 19, 55, 20), (27, 118, 28, 119), (125, 24, 126, 25), (141, 27, 142, 26), (30, 148, 31, 147), (148, 32, 149, 31), (33, 157, 34, 156), (159, 33, 160, 32), (96, 37, 97, 38), (44, 120, 45, 119), (123, 49, 124, 48), (49, 138, 50, 139), (142, 47, 143, 48), (158, 41, 159, 42), (76, 46, 77, 45), (137, 52, 138, 53), (81, 57, 82, 56), (58, 86, 59, 85), (93, 65, 94, 64), (75, 121, 76, 120), (121, 79, 122, 78), (144, 79, 145, 80), (74, 145, 75, 146), (152, 73, 153, 74), (72, 153, 73, 154), (165, 70, 166, 71), (68, 167, 69, 168), (95, 130, 96, 131), (150, 113, 151, 114), (112, 155, 113, 156), (161, 114, 162, 115), (111, 164, 112, 165), (143, 122, 144, 123), (124, 139, 125, 140), (160, 150, 161, 149), (151, 163, 152, 162), (163, 155, 164, 154), (15, 84, 16, 85), (106, 90, 107, 89), (99, 20, 100, 21), (94, 13, 95, 14), (63, 89, 64, 88), (66, 11, 67, 12), (86, 104, 87, 103), (21, 98, 22, 99), (59, 103, 60, 102), (40, 157, 41, 158), (39, 127, 40, 126), (38, 97, 39, 98), (36, 129, 37, 130), (87, 61, 88, 60), (18, 55, 19, 56), (104, 62, 105, 61), (117, 43, 118, 42), (116, 29, 117, 30), (110, 72, 111, 71), (115, 146, 116, 147), (127, 7, 128, 6), (166, 4, 167, 3), (109, 2, 110, 3), (34, 6, 35, 5), (69, 4, 70, 5), (134, 57, 135, 58), (132, 83, 133, 84), (133, 17, 134, 16), (131, 100, 132, 101), (91, 0, 92, 1), (9, 169, 10, 168), (1, 90, 2, 91), (169, 13, 170, 12), (170, 65, 171, 66), (171, 108, 0, 109), (25, 141, 26, 140), (80, 135, 81, 136), (53, 136, 54, 137), (50, 23, 51, 24), (46, 78, 47, 77), (62, 106, 63, 105), (92, 108, 93, 107), (14, 101, 15, 102)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link-103_filled(0,0)","[(120, 154, 121, 153), (83, 155, 84, 154), (159, 79, 160, 78), (50, 155, 51, 156), (150, 29, 151, 30), (123, 145, 124, 144), (86, 146, 87, 145), (47, 146, 48, 147), (135, 99, 136, 98), (127, 90, 128, 91), (52, 120, 53, 119), (116, 23, 117, 24), (118, 103, 119, 104), (117, 69, 118, 68), (81, 102, 82, 103), (94, 77, 95, 78), (55, 107, 56, 106), (37, 96, 38, 97), (51, 83, 52, 82), (79, 22, 80, 23), (80, 70, 81, 69), (18, 75, 19, 76), (56, 65, 57, 66), (53, 27, 54, 26), (40, 17, 41, 18), (41, 132, 42, 133), (43, 60, 44, 61), (0, 57, 1, 58), (128, 60, 129, 59), (129, 15, 130, 14), (131, 112, 132, 113), (160, 116, 161, 115), (42, 112, 43, 111), (104, 26, 105, 25), (101, 156, 102, 157), (100, 35, 101, 36), (99, 137, 100, 136), (93, 114, 94, 115), (91, 59, 92, 58), (92, 14, 93, 13), (16, 113, 17, 114), (9, 55, 10, 54), (20, 96, 21, 95), (15, 131, 16, 130), (21, 158, 22, 159), (19, 38, 20, 39), (147, 46, 148, 47), (110, 46, 111, 45), (61, 44, 62, 45), (11, 66, 12, 67), (10, 106, 11, 105), (7, 152, 8, 153), (8, 28, 9, 27), (5, 142, 6, 143), (151, 4, 152, 5), (107, 3, 108, 2), (64, 1, 65, 2), (62, 90, 63, 89), (109, 88, 110, 89), (148, 88, 149, 87), (33, 84, 34, 85), (34, 50, 35, 49), (28, 4, 29, 3), (39, 77, 40, 76), (30, 143, 31, 144), (63, 127, 64, 126), (108, 125, 109, 126), (149, 125, 150, 124), (32, 121, 33, 122), (138, 86, 139, 85), (139, 123, 140, 122), (141, 6, 142, 7), (137, 48, 138, 49), (133, 74, 134, 75), (140, 31, 141, 32), (161, 12, 0, 13), (72, 97, 73, 98), (70, 158, 71, 157), (67, 24, 68, 25), (71, 37, 72, 36), (73, 134, 74, 135)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link-150_filled(0,0)","[(269, 239, 270, 238), (271, 202, 272, 203), (267, 176, 268, 177), (270, 146, 271, 145), (266, 62, 267, 61), (273, 6, 274, 7), (257, 218, 258, 219), (256, 187, 257, 188), (258, 52, 259, 51), (159, 246, 160, 247), (78, 247, 79, 248), (205, 236, 206, 237), (174, 239, 175, 240), (91, 242, 92, 243), (63, 241, 64, 240), (192, 224, 193, 223), (155, 231, 156, 230), (74, 230, 75, 229), (36, 228, 37, 227), (219, 189, 220, 188), (221, 48, 222, 49), (43, 226, 44, 227), (102, 216, 103, 215), (206, 143, 207, 144), (204, 10, 205, 9), (171, 201, 172, 200), (146, 201, 147, 202), (92, 198, 93, 197), (66, 199, 67, 200), (8, 204, 9, 203), (190, 47, 191, 48), (99, 183, 100, 182), (50, 189, 51, 190), (170, 147, 171, 148), (88, 170, 89, 169), (168, 88, 169, 87), (172, 65, 173, 66), (166, 6, 167, 5), (163, 276, 164, 277), (157, 40, 158, 41), (89, 148, 90, 149), (152, 81, 153, 82), (70, 152, 71, 151), (11, 142, 12, 143), (150, 276, 151, 275), (100, 55, 101, 56), (90, 67, 91, 68), (84, 8, 85, 7), (85, 272, 86, 273), (71, 82, 72, 83), (2, 84, 3, 83), (76, 41, 77, 42), (68, 278, 69, 277), (3, 274, 4, 275), (69, 162, 70, 163), (4, 166, 5, 165), (149, 164, 150, 165), (86, 168, 87, 167), (18, 98, 19, 97), (16, 263, 17, 264), (14, 178, 15, 177), (19, 56, 20, 57), (12, 208, 13, 207), (10, 235, 11, 236), (38, 75, 39, 76), (115, 73, 116, 72), (232, 74, 233, 73), (144, 238, 145, 237), (140, 13, 141, 14), (141, 208, 142, 209), (137, 63, 138, 62), (138, 175, 139, 176), (139, 269, 140, 268), (135, 94, 136, 95), (234, 1, 235, 2), (117, 0, 118, 1), (37, 283, 38, 282), (64, 173, 65, 174), (60, 266, 61, 265), (57, 96, 58, 97), (49, 220, 50, 221), (39, 156, 40, 157), (114, 154, 115, 153), (231, 155, 232, 154), (80, 161, 81, 162), (212, 59, 213, 60), (214, 94, 215, 93), (211, 264, 212, 265), (209, 179, 210, 178), (233, 117, 234, 116), (77, 113, 78, 112), (158, 114, 159, 113), (195, 105, 196, 104), (254, 105, 255, 106), (249, 110, 250, 111), (244, 79, 245, 80), (245, 160, 246, 161), (241, 198, 242, 199), (225, 35, 226, 34), (252, 31, 253, 32), (44, 35, 45, 36), (107, 33, 108, 32), (196, 30, 197, 29), (95, 134, 96, 135), (261, 131, 262, 130), (180, 131, 181, 132), (58, 134, 59, 133), (213, 136, 214, 137), (17, 132, 18, 133), (127, 222, 128, 223), (129, 47, 130, 46), (125, 106, 126, 107), (128, 191, 129, 192), (123, 30, 124, 31), (124, 254, 125, 253), (194, 255, 195, 256), (108, 251, 109, 252), (28, 104, 29, 103), (27, 217, 28, 216), (24, 259, 25, 260), (25, 52, 26, 53), (26, 186, 27, 185), (181, 99, 182, 98), (186, 218, 187, 217), (179, 262, 180, 263), (184, 53, 185, 54), (183, 23, 184, 22), (54, 21, 55, 22), (260, 23, 261, 24), (210, 16, 211, 15), (101, 21, 102, 20), (193, 126, 194, 127), (109, 122, 110, 123), (33, 120, 34, 121), (250, 122, 251, 121), (45, 119, 46, 118), (224, 119, 225, 120), (243, 279, 244, 278), (279, 249, 280, 248), (280, 111, 281, 112), (281, 43, 282, 42), (283, 228, 0, 229)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link-152_filled(0,0)","[(27, 150, 28, 151), (143, 34, 144, 35), (4, 172, 5, 171), (5, 149, 6, 148), (1, 30, 2, 31), (83, 33, 84, 32), (78, 149, 79, 150), (57, 85, 58, 84), (56, 34, 57, 33), (55, 144, 56, 145), (54, 167, 55, 168), (135, 44, 136, 45), (119, 1, 120, 0), (122, 170, 123, 169), (120, 31, 121, 32), (123, 147, 124, 146), (38, 139, 39, 140), (94, 109, 95, 110), (46, 107, 47, 108), (131, 109, 132, 108), (185, 107, 186, 106), (194, 162, 195, 161), (87, 160, 88, 161), (39, 158, 40, 159), (138, 158, 139, 157), (2, 81, 3, 82), (121, 82, 122, 83), (75, 180, 76, 181), (7, 179, 8, 178), (8, 53, 9, 54), (3, 127, 4, 126), (105, 156, 106, 157), (104, 22, 105, 21), (93, 188, 94, 189), (45, 186, 46, 187), (132, 188, 133, 187), (28, 173, 29, 174), (26, 78, 27, 77), (22, 102, 23, 101), (29, 128, 30, 129), (23, 53, 24, 52), (24, 179, 25, 180), (140, 19, 141, 20), (37, 21, 38, 20), (88, 18, 89, 17), (193, 16, 194, 17), (154, 184, 155, 183), (155, 48, 156, 49), (147, 125, 148, 124), (152, 97, 153, 98), (153, 70, 154, 71), (145, 169, 146, 168), (137, 62, 138, 63), (192, 59, 193, 60), (40, 62, 41, 61), (89, 61, 90, 60), (58, 197, 59, 0), (175, 76, 176, 77), (184, 47, 185, 48), (170, 126, 171, 125), (177, 7, 178, 6), (176, 25, 177, 26), (174, 152, 175, 151), (91, 116, 92, 117), (42, 115, 43, 116), (190, 118, 191, 117), (134, 114, 135, 113), (67, 118, 68, 119), (65, 91, 66, 90), (64, 42, 65, 41), (66, 191, 67, 192), (63, 136, 64, 137), (79, 172, 80, 173), (80, 127, 81, 128), (74, 52, 75, 51), (95, 69, 96, 68), (112, 134, 113, 133), (110, 190, 111, 189), (114, 43, 115, 44), (111, 92, 112, 93), (71, 99, 72, 98), (9, 102, 10, 103), (165, 143, 166, 142), (166, 35, 167, 36), (164, 85, 165, 86), (163, 197, 164, 196), (159, 18, 160, 19), (103, 10, 104, 11), (15, 162, 16, 163), (14, 195, 15, 196), (13, 87, 14, 86), (11, 37, 12, 36), (12, 141, 13, 142), (130, 69, 131, 70), (129, 96, 130, 97), (49, 101, 50, 100), (50, 74, 51, 73), (181, 72, 182, 73), (182, 99, 183, 100)]",friend,"[(3, 1, 4, 0), (1, 7, 2, 6), (7, 3, 8, 2), (13, 4, 14, 5), (5, 14, 6, 15), (8, 16, 9, 15), (28, 9, 29, 10), (10, 27, 11, 28), (20, 11, 21, 12), (12, 19, 13, 20), (23, 16, 24, 17), (17, 31, 18, 30), (18, 25, 19, 26), (26, 21, 27, 22), (29, 23, 30, 22), (24, 0, 25, 31)]"
"unnamed link-11_filled(0,0)","[(64, 27, 65, 28), (32, 19, 33, 20), (47, 21, 48, 20), (22, 37, 23, 38), (54, 24, 55, 23), (36, 45, 37, 46), (31, 73, 32, 72), (0, 34, 1, 33), (57, 39, 58, 38), (69, 41, 70, 40), (48, 71, 49, 72), (1, 46, 2, 47), (59, 70, 60, 71), (6, 68, 7, 67), (50, 61, 51, 62), (43, 30, 44, 31), (41, 61, 42, 60), (29, 53, 30, 52), (62, 51, 63, 52), (42, 50, 43, 49), (25, 66, 26, 67), (17, 34, 18, 35), (44, 15, 45, 16), (55, 9, 56, 8), (65, 11, 66, 10), (26, 11, 27, 12), (9, 24, 10, 25), (7, 57, 8, 56), (39, 5, 40, 4), (58, 4, 59, 3), (21, 2, 22, 3), (68, 6, 69, 5), (13, 28, 14, 29), (14, 54, 15, 53), (12, 64, 13, 63), (35, 16, 36, 17), (73, 18, 0, 19)]",friend,"[(15, 1, 16, 0), (1, 24, 2, 25), (27, 2, 28, 3), (3, 28, 4, 29), (4, 14, 5, 13), (12, 6, 13, 5), (29, 6, 30, 7), (7, 21, 8, 20), (8, 33, 9, 0), (32, 9, 33, 10), (21, 11, 22, 10), (11, 30, 12, 31), (23, 14, 24, 15), (16, 19, 17, 20), (26, 18, 27, 17), (18, 26, 19, 25), (31, 23, 32, 22)]"
